PAN_Inside:,PAN_Outside:,Ambient_Temp:,Glass_Temp:,Ind_Current:,Mag_Current:,empty_pan
101.81,98.09,35537.86,39,191,0.37,0
112.37,94.81,492.4,122,87,0.35,1
39.3,38.36,130.24,17,1,0.34,1
103.57,101.85,37644.36,57,194,0.39,0
48.38,47.8,241.43,19,1,0.35,1
101.67,97.97,35010.75,38,191,0.36,0
102.04,99.78,37865.01,54,195,0.4,0
101.14,96.91,34126.72,36,191,0.34,0
44.9,44.44,336.13,18,1,0.35,1
48.89,48.43,253.01,19,1,0.34,1
31.68,30.02,60.77,30,191,0.36,1
102.04,99.25,36987.54,49,194,0.38,0
45.31,44.67,185.79,18,1,0.35,1
53.92,53.54,311.62,20,1,0.34,1
48.84,48.38,270.31,19,1,0.34,1
164.67,141.92,31271.85,106,128,0.38,0
50.24,49.77,246.34,19,1,0.33,1
99.55,93.31,31223.25,31,191,0.36,0
119.19,114.4,992.92,55,1,0.37,1
101.74,98.16,35697.02,41,191,0.38,0
38.75,37.73,13.43,17,1,0.34,1
101.78,98.94,36716.15,45,191,0.39,0
39.41,38.47,126.43,17,1,0.34,1
42.9,42.1,117.33,17,1,0.34,1
101.74,99.4,37534.35,49,194,0.39,0
46.95,46.48,203.5,18,1,0.35,1
58.54,58.02,441.3,22,1,0.34,1
102.52,100.54,35063.23,56,194,0.38,0
42.5,41.77,89.39,17,1,0.35,1
89.3,86.24,771.64,31,1,0.34,1
101.93,98.63,36231.02,42,192,0.38,0
258.98,182.49,37151.02,161,1,0.38,0
46.07,45.5,192.44,18,1,0.34,1
125.39,126.97,24162.46,91,1,0.36,0
102,99.55,37479.43,52,195,0.39,0
101.93,98.94,36338.45,44,192,0.38,0
151.17,127.48,1451.76,149,86,0.36,1
43.29,42.68,164.58,18,1,0.34,1
102.18,99.32,36770.32,49,194,0.38,0
101.67,98.16,36123.79,40,192,0.35,0
60.53,59.75,481.29,23,1,0.35,1
41.96,41.25,148.69,17,1,0.34,1
95.57,91.89,763.91,34,1,0.35,1
100.16,94.2,31320.51,31,191,0.36,0
104.54,100.92,470.37,39,1,0.33,1
76.08,73.9,610.78,27,1,0.35,1
101.96,98.78,36770.32,46,192,0.37,0
114.66,97.77,532.76,124,87,0.34,1
51.48,51.09,117.33,20,1,0.34,1
61.44,60.76,481.29,23,1,0.35,1
90.7,87.27,779.43,32,1,0.34,1
46.75,46.07,203.5,18,1,0.35,1
101.78,99.86,37699.44,54,196,0.37,0
102.22,99.78,36338.45,50,194,0.39,0
55.61,55.22,371.06,21,1,0.35,1
60.2,59.6,441.3,23,1,0.35,1
101.96,98.94,36338.45,44,192,0.36,0
70.05,68.48,581.79,25,1,0.34,1
115.92,115.1,36770.32,67,191,0.38,0
101.22,95.76,32803.77,33,191,0.35,0
41.49,40.56,148.69,17,1,0.34,1
101.44,97.74,35856.66,41,191,0.36,0
25.08,24.02,70.11,15,175,0.34,0
40.61,39.68,138.18,17,1,0.35,1
42.86,42.14,161.06,17,1,0.35,1
53.98,53.54,233.42,21,1,0.34,1
75.89,73.75,607.51,27,1,0.35,1
106.34,87.27,416.04,117,87,0.34,1
156.69,129.44,1551.01,145,1,0.36,1
38.81,37.9,122.71,17,1,0.34,1
53.28,52.86,331.95,20,1,0.35,1
102.18,98.98,37424.55,53,193,0.37,0
109.58,105.5,911.82,43,1,0.33,1
116.87,100.62,581.79,125,86,0.36,1
167.4,136.38,1602.36,129,1,0.35,1
50.42,42.41,171.82,23,189,0.36,0
31.37,28.61,66.5,19,162,0.34,0
51.85,51.43,277.48,20,1,0.34,1
38.59,37.67,122.71,17,1,0.34,1
66.07,64.9,588.15,24,1,0.34,1
25.65,23.22,53.57,19,189,0.35,0
77.29,75.12,634.04,27,1,0.35,1
101.78,98.82,37205.62,46,192,0.37,0
136.19,125.27,1277.75,82,1,0.37,1
55.35,54.96,366.55,21,1,0.35,1
48.08,47.59,748.61,19,1,0.35,1
41.63,40.71,148.69,17,1,0.34,1
102.04,100.01,37096.48,53,196,0.39,0
71.83,70.19,10097.62,26,1,0.35,1
27.39,25.28,53.96,14,109,0.37,1
112.18,108.05,911.82,45,1,0.37,1
41.15,33.52,76.79,21,190,0.35,0
120.46,115.35,1021.05,56,1,0.37,1
101.63,99.78,37424.55,52,195,0.4,0
134.97,124.8,1088.88,79,1,0.37,1
101.96,99.86,37424.55,55,195,0.4,0
51.9,51.38,313.61,20,1,0.34,1
26.12,25.56,60.77,20,189,0.37,0
241.64,181.62,36553.96,145,1,0.36,0
51.4,50.97,303.77,20,1,0.34,1
42.5,41.72,195.16,17,1,0.35,1
101.89,98.63,36662.03,44,192,0.37,0
124.88,120.8,37096.48,75,191,0.39,0
101.78,98.63,36446.1,43,192,0.36,0
40.2,39.36,132.19,17,1,0.35,1
101.25,96.28,33359.21,35,190,0.36,0
143.97,128.51,1311.32,92,1,0.37,1
144.05,123.73,1223.15,146,87,0.36,1
101.59,99.02,36987.54,46,192,0.37,0
27.21,25.75,54.36,19,192,0.37,1
48.55,48.02,244.69,19,1,0.34,1
45.01,44.44,174.29,18,1,0.35,1
54.57,54.05,368.8,21,1,0.34,1
60.86,60.1,506.54,23,1,0.35,1
102.18,99.25,38142.05,52,195,0.39,0
38.13,36.76,24.48,17,1,0.35,1
38.25,36.83,100.16,17,1,0.35,1
59.55,58.9,438.72,22,1,0.35,1
154.81,137.86,29600.71,96,1,0.36,0
102.04,98.13,36231.02,43,192,0.37,0
41.82,40.76,163.4,17,1,0.34,1
102.04,99.4,37424.55,51,194,0.38,0
58.14,57.63,423.5,22,1,0.34,1
49.69,49.28,265.02,19,1,0.33,1
101.44,97.77,36177.37,41,192,0.38,0
81.14,60.89,4543.65,27,190,0.37,0
125.59,119.06,983.67,65,1,0.37,1
101.59,97.7,35063.23,38,191,0.37,0
101.89,98.86,37314.98,46,192,0.39,0
113.83,109.62,382.53,47,1,0.37,1
38.02,36.58,113.01,17,1,0.35,1
169.1,144.13,32204.95,105,1,0.37,0
150.1,127.05,1233.94,148,87,0.35,1
38.02,36.83,122.71,17,1,0.35,1
115.22,110.86,960.8,49,1,0.37,1
80.25,77.92,644.21,28,1,0.36,1
101.14,94.89,33105.97,32,191,0.36,0
129.35,114.02,847.92,136,87,0.35,1
57.11,56.62,399.02,22,1,0.34,1
137.73,125.84,1513.25,83,1,0.37,1
136.57,131.01,27945.35,93,1,0.36,0
38.81,37.78,122.71,17,1,0.34,1
81.87,61.33,5942.43,27,190,0.38,0
102.18,99.36,36987.54,51,194,0.38,0
38.42,37.55,121.8,17,1,0.35,1
51.14,50.72,284.8,20,1,0.34,1
50.75,50.39,288.52,19,1,0.33,1
101.33,97.15,36553.96,36,191,0.36,0
49.77,49.31,227.17,19,1,0.33,1
101.93,99.02,36770.32,47,194,0.39,0
102,98.94,36446.1,44,192,0.36,0
54.16,53.7,348.92,21,1,0.34,1
102.04,99.21,37644.36,50,194,0.39,0
59.45,58.87,443.88,22,1,0.35,1
40.71,39.89,142.3,17,1,0.36,1
56.35,55.87,377.91,21,1,0.35,1
168.24,136.57,1654.88,131,1,0.35,1
59.02,58.4,426.01,22,1,0.34,1
63.37,52.81,1149.49,25,190,0.36,0
102.26,98.67,835.53,37,1,0.35,1
102.04,99.02,36662.03,45,192,0.36,0
37.9,36.7,114.72,17,1,0.35,1
104.37,100.77,877.32,39,1,0.33,1
102,98.75,36553.96,45,191,0.38,0
101.59,97.7,35909.98,39,191,0.37,0
102.04,99.63,37644.36,55,195,0.37,0
39.25,38.25,124.56,17,1,0.34,1
102.18,98.71,37424.55,48,194,0.39,0
38.7,37.78,120.89,17,1,0.34,1
101.89,99.55,37314.98,50,194,0.39,0
49.93,49.66,265.02,19,1,0.33,1
45.42,44.82,193.8,18,1,0.35,1
153.21,132.16,1488.44,105,1,0.35,1
157.72,130.81,1595.87,144,1,0.36,1
90.29,71.76,14899.1,28,190,0.36,0
101.74,98.55,36231.02,42,192,0.35,0
165.75,136.07,1602.36,122,1,0.35,1
66.9,65.57,556.88,25,1,0.34,1
137.8,119.52,1129.03,142,87,0.36,1
40.51,39.62,141.26,17,1,0.35,1
102.04,99.55,37534.35,53,196,0.38,0
97.77,90.25,27675.64,30,191,0.37,0
102,98.9,35484.91,42,192,0.36,0
102.07,99.32,37151.02,51,194,0.37,0
43.37,42.68,176.79,18,1,0.34,1
111.22,107.4,911.82,45,1,0.33,1
53.74,53.39,336.13,20,1,0.34,1
124.88,109.78,771.64,132,87,0.35,1
37.73,36.95,76.79,41,191,0.34,1
101.96,98.55,36123.79,44,192,0.38,0
163.1,135.39,1602.36,119,1,0.35,1
101.96,99.17,37205.62,49,194,0.38,0
73.01,56.95,2381.2,27,190,0.36,0
96.44,87.89,25073.77,29,189,0.35,0
49.93,49.5,288.52,19,1,0.33,1
102.18,99.17,37920.31,54,195,0.38,0
124.57,118.41,1069.19,63,1,0.37,1
102.04,99.25,38476.29,55,195,0.39,0
40.4,39.46,136.15,17,1,0.35,1
101.93,98.75,36446.1,42,192,0.37,0
134.04,123.88,1261.2,79,1,0.37,1
44.86,44.2,197.91,18,1,0.35,1
248.28,178.39,37644.36,161,1,0.36,0
101.7,98.63,36392.25,43,192,0.37,0
92.95,89.55,803.13,32,1,0.34,1
166.98,136.38,1368.63,128,1,0.35,1
38.3,36.89,115.58,17,1,0.35,1
58.97,58.26,421,22,1,0.34,1
122.59,117.12,1054.58,60,1,0.37,1
101.74,98.75,36770.32,44,191,0.38,0
167.26,136.38,1615.38,126,1,0.35,1
101.67,98.09,843.77,37,1,0.35,1
40.51,39.57,138.18,17,1,0.35,1
140.22,127.18,1288.87,87,1,0.37,1
101.81,99.17,37314.98,48,194,0.39,0
101.96,98.71,36553.96,45,192,0.35,0
99.17,95.61,835.53,35,1,0.35,1
101.85,99.02,36987.54,50,194,0.38,0
101.78,98.59,36016.79,43,192,0.38,0
41.91,41.1,148.69,17,1,0.34,1
43.37,42.73,173.05,18,1,0.34,1
76.7,74.51,634.04,27,1,0.35,1
42.77,36.14,68.54,22,190,0.35,0
33.38,28.52,67.01,20,188,0.36,0
67.61,66.29,544.72,25,1,0.34,1
104.65,100.99,983.67,39,1,0.33,1
102,99.93,37205.62,56,194,0.4,0
38.75,37.67,121.8,17,1,0.34,1
41.63,40.61,146.54,17,1,0.34,1
83.68,80.98,711.33,29,1,0.36,1
101.93,99.17,37369.75,48,194,0.38,0
101.81,99.78,38086.54,54,195,0.39,0
39.36,38.36,128.32,17,1,0.34,1
47.43,46.95,340.35,19,1,0.35,1
228.66,173.88,36392.25,137,1,0.37,0
142,122.69,1113.85,145,87,0.37,1
47.65,47.14,222.57,19,1,0.35,1
48.38,47.84,224.09,19,1,0.35,1
121.35,116.17,1021.05,58,1,0.37,1
134.85,117.89,1040.12,140,87,0.37,1
101.93,98.24,36177.37,43,192,0.36,0
52.25,51.9,24.29,20,1,0.35,1
46.38,45.71,207.78,18,1,0.34,1
38.36,37.01,146.54,17,1,0.35,1
57.16,56.69,403.83,22,1,0.34,1
81.83,79.36,678.94,29,1,0.36,1
45.35,44.75,179.32,18,1,0.34,1
42.68,41.91,159.9,17,1,0.35,1
47.53,47.08,222.57,19,1,0.35,1
53.26,52.81,329.87,20,1,0.35,1
39.68,38.81,100.92,17,1,0.35,1
47.65,47.18,224.09,19,1,0.35,1
62.47,61.49,470.37,23,1,0.35,1
66.51,65.14,532.76,24,1,0.34,1
96.91,93.48,827.34,34,1,0.35,1
40.3,39.52,132.19,17,1,0.35,1
100.43,94.48,33308.46,31,191,0.38,0
166.57,135.21,1777.39,140,1,0.36,1
41.77,40.91,144.41,17,1,0.34,1
40.3,39.36,138.18,17,1,0.35,1
101.96,99.55,37865.01,49,194,0.39,0
41.96,41.2,156.46,17,1,0.34,1
74.85,72.93,607.51,27,1,0.35,1
140.07,121.07,1069.19,143,87,0.35,1
58.97,58.28,387.18,22,1,0.34,1
47.84,47.34,230.28,19,1,0.35,1
91.85,88.6,795.17,32,1,0.34,1
167.12,136.5,1681.58,127,1,0.35,1
40.95,39.84,142.3,17,1,0.36,1
57.89,57.38,408.68,22,1,0.34,1
36.76,36.08,76.79,40,192,0.36,1
214.85,166.84,37699.44,130,1,0.37,0
55.74,52.38,162.22,72,88,0.35,1
101.63,99.78,37589.32,54,196,0.38,0
101.7,99.78,38197.62,54,196,0.38,0
101.96,99.63,33767.09,54,195,0.4,0
47.08,46.52,209.22,18,1,0.35,1
43.96,43.2,142.3,18,1,0.34,1
57.79,57.2,100.92,22,1,0.34,1
103.57,84.34,288.52,115,86,0.35,1
139.79,121.11,1118.9,143,87,0.36,1
101.85,99.48,35856.66,50,194,0.37,0
108.52,104.65,868.85,42,1,0.33,1
118.28,102.33,640.81,127,87,0.34,1
48.87,48.38,246.34,19,1,0.34,1
45.05,44.28,185.79,18,1,0.35,1
53.78,45.71,270.31,24,190,0.34,0
152.69,128.51,1470.02,150,86,0.36,1
233.24,175.94,36446.1,140,1,0.38,0
139.5,126.88,1322.64,86,1,0.37,1
41.1,40.2,142.3,17,1,0.36,1
101.29,95.96,32803.77,34,191,0.36,0
101.67,99.36,37424.55,49,194,0.36,0
37.9,31.83,67.01,21,190,0.33,0
267.13,187.21,36770.32,153,1,0.38,0
43.37,42.68,191.09,18,1,0.34,1
39.46,38.47,128.32,17,1,0.34,1
181.79,149.52,33818.3,111,1,0.35,0
38.59,37.61,120.89,17,1,0.34,1
101.93,99.55,38308.93,54,196,0.39,0
102,99.25,37151.02,48,194,0.4,0
102.22,99.17,38308.93,54,195,0.38,0
264.97,185,37260.28,161,1,0.36,0
80.49,78.08,711.33,28,1,0.36,1
184.09,150.39,34178.3,112,1,0.37,0
101.63,99.78,39094.12,52,195,0.39,0
50.84,50.34,281.12,19,1,0.33,1
43.12,42.46,162.22,18,1,0.34,1
102.18,99.4,36231.02,47,194,0.36,0
38.59,37.67,121.8,17,1,0.34,1
42.1,41.34,147.61,17,1,0.35,1
96.83,88.27,25157.74,29,190,0.35,0
132.16,123.1,1154.65,75,1,0.37,1
101.74,98.75,35697.02,43,192,0.37,0
101.93,99.78,37534.35,54,195,0.38,0
39.41,38.47,122.71,17,1,0.34,1
43.87,42.99,72.27,18,1,0.34,1
36.52,31.29,67.01,21,190,0.35,0
86.78,66.58,10939.77,28,190,0.36,0
38.7,37.67,123.63,17,1,0.34,1
48.98,48.55,249.66,19,1,0.34,1
55.76,55.35,384.85,21,1,0.35,1
50.34,47.9,124.56,59,87,0.34,1
116.3,111.92,852.07,51,1,0.37,1
75.5,73.56,614.07,27,1,0.35,1
101.74,98.13,36016.79,39,191,0.36,0
126.88,122.05,36770.32,78,190,0.39,0
96.64,93.15,787.27,34,1,0.35,1
57.2,56.75,411.12,22,1,0.34,1
97.54,89.96,20445.15,30,191,0.37,0
101.93,98.78,35643.91,42,192,0.36,0
101.81,99.63,37534.35,51,195,0.37,0
69.22,60,183.18,92,87,0.33,1
102.26,99.32,37754.57,52,195,0.4,0
272.65,187.97,36987.54,159,1,0.36,0
50.94,50.55,187.1,19,1,0.34,1
53.26,52.81,327.8,20,1,0.35,1
102.04,99.21,36338.45,46,192,0.38,0
101.7,99.48,37865.01,55,194,0.39,0
94.77,83.76,21411,29,190,0.34,0
46.41,45.71,203.5,18,1,0.34,1
41.3,35.17,70.11,22,190,0.37,0
101.96,99.17,37096.48,47,194,0.37,0
140.51,127.35,209.22,87,1,0.37,1
62.8,61.84,486.82,23,1,0.35,1
40.95,40.04,138.18,17,1,0.36,1
37.78,36.45,111.32,17,1,0.35,1
101.67,96.91,34644.9,36,191,0.36,0
101.74,98.13,35803.39,38,191,0.38,0
56.18,55.65,403.83,21,1,0.35,1
39.94,39.03,110.49,17,1,0.35,1
42.77,41.96,185.79,17,1,0.35,1
94.24,82.36,20739.15,29,190,0.37,0
240.1,180.41,34853.64,143,1,0.39,0
101.93,98.86,36284.7,42,192,0.36,0
101.22,96.08,33869.58,34,191,0.35,0
102.04,98.63,33562.73,44,192,0.38,0
98.63,91.23,28490.06,30,191,0.35,0
40.95,40.1,141.26,17,1,0.36,1
139.79,127.01,1311.32,87,1,0.37,1
45.71,45.16,195.16,18,1,0.34,1
104.15,102.85,37424.55,58,193,0.39,0
24.51,23.92,57.26,17,189,0.33,0
54.35,46.48,319.63,24,190,0.36,0
51.38,50.97,296.07,20,1,0.34,1
157.72,133.81,1576.54,111,1,0.35,1
41.2,40.2,144.41,17,1,0.36,1
88.97,85.78,748.61,31,1,0.34,1
154.38,132.59,1482.29,106,1,0.35,1
37.78,36.58,141.26,17,1,0.35,1
42.77,42.05,164.58,17,1,0.35,1
129.16,123.47,36987.54,80,190,0.39,0
51.04,48.58,125.49,60,88,0.36,1
101.52,97.7,34437,40,191,0.38,0
101.78,97.7,34853.64,40,192,0.37,0
45.35,44.75,185.79,18,1,0.35,1
65.82,64.6,275.67,24,1,0.35,1
102.18,99.32,37205.62,50,194,0.4,0
47.53,47.05,218.04,19,1,0.35,1
208.76,163.62,36716.15,126,1,0.35,0
40.95,40.1,157.6,17,1,0.36,1
41.68,40.71,121.8,17,1,0.34,1
42.46,41.68,157.6,17,1,0.35,1
101.96,99.36,38308.93,53,196,0.39,0
158.77,134.04,1538.35,112,1,0.35,1
40.04,38.98,130.24,17,1,0.35,1
85.08,82.36,1451.76,30,1,0.36,1
47.99,46.07,119.1,54,87,0.36,1
101.89,98.71,37096.48,45,192,0.37,0
57.04,56.58,396.63,22,1,0.34,1
101.74,96.44,34749.16,36,191,0.37,0
61.44,51.64,787.27,25,190,0.35,0
41.91,41.15,158.75,17,1,0.34,1
51.45,51.04,286.66,20,1,0.34,1
252.87,179.73,37314.98,161,1,0.38,0
49.31,48.84,224.09,19,1,0.34,1
101.67,97.03,34023.71,36,191,0.35,0
42.64,41.96,159.9,17,1,0.35,1
43.5,42.86,169.38,18,1,0.34,1
26.76,25.75,125.49,20,189,0.35,0
44.55,43.87,164.58,18,1,0.34,1
25.56,24.7,66.5,19,188,0.37,0
127.88,112.72,835.53,135,87,0.35,1
196.52,156.92,36016.79,119,1,0.36,0
45.79,45.24,195.16,18,1,0.34,1
190.27,153.63,34853.64,115,1,0.36,0
101.74,99.05,37260.28,46,192,0.37,0
123.06,125.35,23755.68,90,1,0.36,0
101.96,99.17,34853.64,46,194,0.38,0
101.63,98.09,34749.16,38,191,0.37,0
101.93,99.02,36716.15,46,192,0.37,0
52.74,52.36,327.8,20,1,0.35,1
101.81,98.16,35063.23,39,191,0.36,0
48.11,40.51,120.89,23,189,0.34,0
100.65,95.09,32304.24,32,191,0.35,0
49.64,49.23,256.4,19,1,0.33,1
73.79,71.87,607.51,26,1,0.35,1
86.9,70.19,296.07,105,86,0.35,1
39.36,38.36,126.43,17,1,0.34,1
45.96,43.63,113.86,50,89,0.35,1
101.81,99.4,36824.54,50,194,0.41,0
101.74,98.55,36123.79,42,192,0.36,0
45.39,44.82,170.59,18,1,0.35,1
48.78,48.32,24.09,19,1,0.34,1
132.21,125.15,37975.66,85,190,0.38,0
47.37,46.82,221.05,18,1,0.35,1
46.55,45.93,200.69,18,1,0.35,1
52.83,52.45,331.95,20,1,0.35,1
143.41,122.8,1233.94,145,87,0.36,1
38.3,36.95,115.58,17,1,0.35,1
52.99,50.24,146.54,65,87,0.33,1
40.95,39.89,145.47,17,1,0.36,1
38.3,36.83,122.71,17,1,0.35,1
38.47,37.07,159.9,17,1,0.34,1
101.96,99.67,37534.35,54,195,0.37,0
101.96,99.48,37534.35,52,195,0.39,0
38.87,37.96,117.33,17,1,0.34,1
41.25,40.3,179.32,17,1,0.36,1
40.35,39.46,126.43,17,1,0.35,1
40.51,39.62,138.18,17,1,0.35,1
102.22,99.55,37205.62,51,194,0.38,0
52.08,51.69,338.24,20,1,0.34,1
102.18,98.55,37479.43,46,192,0.38,0
101.74,97.46,33715.92,37,191,0.36,0
102,99.51,36338.45,49,194,0.37,0
49.23,48.78,263.28,19,1,0.34,1
147.48,132.59,36662.03,110,189,0.39,0
40.61,39.68,136.15,17,1,0.35,1
48.11,47.62,228.72,19,1,0.35,1
77.81,75.65,640.81,28,1,0.36,1
101.22,97.5,811.15,37,1,0.35,1
100.99,95.17,32803.77,32,191,0.37,0
51.28,50.84,281.12,20,1,0.34,1
101.74,98.59,36446.1,41,191,0.38,0
101.96,98.71,35537.86,41,191,0.38,0
62.3,61.33,478.55,23,1,0.35,1
101.67,96.28,34437,35,191,0.37,0
155.91,138.27,29930.03,97,1,0.36,0
130.91,115.16,903.1,138,87,0.37,1
47.53,47.01,218.04,19,1,0.35,1
54.37,53.98,344.62,21,1,0.34,1
101.96,99.02,36338.45,45,192,0.38,0
56.35,55.87,380.21,21,1,0.35,1
42.95,42.14,218.04,17,1,0.34,1
40.2,39.36,136.15,17,1,0.35,1
174.51,143.81,37534.35,146,189,0.37,0
40.56,39.62,130.24,17,1,0.35,1
49.66,47.4,122.71,57,87,0.35,1
158.54,131.32,1563.74,144,1,0.36,1
76.39,57.84,3409.14,27,190,0.35,0
40.1,39.25,136.15,17,1,0.35,1
101.93,99.48,37975.66,52,195,0.37,0
102.18,99.32,37699.44,52,195,0.38,0
101.74,97.54,35803.39,39,191,0.36,0
117.19,100.99,647.62,126,87,0.36,1
101.29,96.44,33308.46,34,191,0.37,0
45.89,45.28,184.48,18,1,0.34,1
49.93,49.45,266.77,19,1,0.33,1
101.63,97.03,34229.94,36,191,0.35,0
42.81,41.96,155.33,17,1,0.35,1
48.95,48.49,209.22,19,1,0.34,1
44.12,43.37,148.69,18,1,0.34,1
94.52,91.07,811.15,33,1,0.35,1
102.18,99.63,36500,48,194,0.39,0
60.97,60.12,338.24,23,1,0.35,1
41.39,40.46,145.47,17,1,0.34,1
47.01,46.48,206.34,18,1,0.35,1
101.96,98.71,36016.79,40,191,0.39,0
106.79,102.99,898.77,40,1,0.33,1
101.81,96.91,34958.33,38,191,0.35,0
101.7,96.99,34540.84,36,191,0.36,0
126.25,119.52,1108.83,66,1,0.37,1
100.99,94.77,32904.3,32,191,0.37,0
50.42,49.88,273.88,19,1,0.33,1
89.13,85.91,819.22,31,1,0.34,1
42.14,40.71,65.51,47,149,0.34,1
101.74,97.54,34801.38,37,191,0.38,0
232.08,171,37534.35,160,1,0.38,0
102.18,99.51,37644.36,56,195,0.38,0
102.04,98.78,37644.36,50,194,0.39,0
39.41,38.47,129.28,17,1,0.34,1
153.74,137.01,35432.02,122,189,0.38,0
123.73,117.99,1088.88,62,1,0.37,1
223.7,171.74,36662.03,135,1,0.36,0
148.49,130.51,2683.68,98,1,0.37,1
34.43,32.95,70.11,35,192,0.35,1
50.5,50.09,273.88,19,1,0.33,1
102.04,98.98,37534.35,50,194,0.4,0
48.95,48.49,243.06,19,1,0.34,1
47.8,47.34,221.05,19,1,0.35,1
101.96,99.4,37975.66,52,195,0.39,0
91.52,74.89,16396.11,28,190,0.36,0
46.48,45.86,191.09,18,1,0.34,1
43.96,43.16,174.29,18,1,0.34,1
101.93,98.9,37534.35,49,194,0.39,0
69.67,68.28,601.01,25,1,0.34,1
127.53,112.31,2255.54,135,87,0.35,1
97.54,78.24,351.09,112,87,0.35,1
98.32,91.19,28581.53,30,191,0.35,0
46.75,46.07,203.5,18,1,0.35,1
163.1,135.33,1695.04,118,1,0.35,1
54.18,53.78,340.35,21,1,0.34,1
92.66,89.38,799.15,32,1,0.34,1
87.07,84.09,771.64,30,1,0.34,1
42.77,41.96,157.6,17,1,0.35,1
48.78,48.38,246.34,19,1,0.34,1
39.2,38.25,126.43,17,1,0.34,1
41.68,40.61,148.69,17,1,0.34,1
64.12,63.06,498.02,24,1,0.35,1
52.77,44.82,206.34,24,189,0.36,0
49.93,49.5,263.28,19,1,0.33,1
44.59,43.96,180.6,18,1,0.34,1
106.34,106.55,37314.98,60,193,0.38,0
55.3,54.91,327.8,21,1,0.35,1
43.12,42.23,138.18,18,1,0.34,1
39.52,38.59,31.53,17,1,0.35,1
38.13,36.83,120.89,17,1,0.35,1
48.49,48.02,243.06,19,1,0.35,1
40.61,39.73,130.24,17,1,0.35,1
45.5,44.86,184.48,18,1,0.34,1
114.25,97.34,553.82,123,87,0.35,1
68.61,67.03,556.88,25,1,0.34,1
150.88,127.22,1409.77,149,87,0.37,1
38.59,37.55,117.33,17,1,0.34,1
109.09,105.22,903.1,42,1,0.33,1
27.48,25.56,18.5,16,173,0.36,1
44.04,43.29,176.79,18,1,0.34,1
102,99.55,37644.36,53,195,0.38,0
101.93,97.54,35590.86,39,191,0.35,0
31.6,30.98,60.32,30,192,0.35,1
236.48,172.35,37865.01,160,1,0.36,0
46,45.42,197.91,18,1,0.34,1
110.18,106.2,920.59,43,1,0.33,1
69.09,67.48,617.36,25,1,0.34,1
35.1,33.59,68.03,36,191,0.36,1
94.6,83.72,21981.9,29,190,0.36,0
101.81,99.78,37865.01,54,195,0.39,0
38.7,37.73,97.91,17,1,0.34,1
102.26,99.44,37865.01,51,196,0.39,0
110.31,106.34,885.86,44,1,0.33,1
30.9,29.86,640.81,28,192,0.36,1
101.52,99.36,39094.12,48,194,0.4,0
42.14,41.34,155.33,17,1,0.35,1
47.77,47.27,148.69,19,1,0.35,1
108.15,104.15,885.86,42,1,0.33,1
101.59,98.55,37809.77,41,191,0.37,0
101.89,98.94,36123.79,44,192,0.36,0
138.54,126.29,1300.06,85,1,0.37,1
102.18,99.02,37644.36,53,195,0.41,0
168.53,136.57,1392.03,130,1,0.35,1
42,41.25,108.02,17,1,0.34,1
101.74,98.36,36177.37,41,191,0.38,0
64.36,63.23,2610.27,24,1,0.35,1
102.15,99.48,36446.1,48,194,0.4,0
57.02,56.58,399.02,22,1,0.34,1
101.67,97.62,35063.23,38,191,0.38,0
57.86,48.95,503.69,24,190,0.37,0
137.27,125.68,1374.45,83,1,0.37,1
39.36,38.47,125.49,17,1,0.34,1
101.81,99.4,37260.28,49,194,0.37,0
51.66,43.46,195.16,24,190,0.35,0
42.05,41.25,136.15,17,1,0.34,1
40.25,39.36,128.32,17,1,0.35,1
48.67,48.08,1233.94,19,1,0.34,1
37.9,36.58,113.01,17,1,0.35,1
102.04,99.36,37865.01,55,195,0.37,0
125.76,119.23,1098.82,65,1,0.37,1
49.39,48.95,233.42,19,1,0.34,1
46.28,45.71,192.44,18,1,0.34,1
51.81,51.38,272.09,20,1,0.34,1
60.81,60.02,451.71,23,1,0.35,1
51.11,50.7,281.12,20,1,0.34,1
47.9,47.43,263.28,19,1,0.35,1
102.18,99.05,37975.66,53,195,0.38,0
101.81,98.28,34853.64,39,191,0.38,0
49.77,49.39,263.28,19,1,0.33,1
52.41,52.04,303.77,20,1,0.35,1
101.63,97.46,35379.17,36,191,0.37,0
39.84,38.92,138.18,17,1,0.35,1
52.25,51.88,296.07,20,1,0.35,1
66.58,65.39,532.76,24,1,0.34,1
101.81,99.78,37424.55,53,196,0.39,0
158.07,131.06,1602.36,144,1,0.36,1
37.84,36.58,119.99,17,1,0.35,1
101.93,98.9,36662.03,45,192,0.38,0
99.86,96.28,819.22,36,1,0.35,1
164.41,141.85,30691.96,110,179,0.36,0
41,40.1,140.23,17,1,0.36,1
39.73,38.81,128.32,17,1,0.35,1
49.34,48.95,253.01,19,1,0.34,1
47.34,46.82,215.07,18,1,0.35,1
48.72,48.17,246.34,19,1,0.34,1
98.75,95.01,819.22,35,1,0.35,1
101.59,99.55,37644.36,50,194,0.39,0
101.89,98.16,36553.96,42,192,0.39,0
113.96,109.78,938.31,47,1,0.37,1
60.58,59.7,449.09,23,1,0.35,1
53.46,52.99,329.87,20,1,0.35,1
164.81,140.07,37314.98,135,188,0.41,0
102.18,99.32,37424.55,55,195,0.39,0
56,55.52,403.83,21,1,0.35,1
41.34,40.4,146.54,17,1,0.36,1
117,112.6,983.67,52,1,0.37,1
