PAN_Inside:,PAN_Outside:,Ambient_Temp:,Glass_Temp:,Ind_Current:,Mag_Current:,empty_pan
49.09,41.63,126.43,23,189,0.35,0
101.59,99.78,37534.35,55,195,0.36,0
44.16,43.37,180.6,18,1,0.34,1
101.93,98.86,34697.01,43,192,0.37,0
78.48,76.2,640.81,28,1,0.36,1
40.1,39.03,124.56,17,1,0.35,1
41.72,40.91,206.34,17,1,0.34,1
101.7,99.25,35803.39,51,195,0.36,0
61.49,60.76,462.31,23,1,0.35,1
55.11,54.91,362.08,21,1,0.35,1
139.22,120.7,1044.92,143,87,0.36,1
38.36,36.95,107.21,17,1,0.35,1
145.05,129.16,1403.84,94,1,0.37,1
95.49,85.49,21335.64,29,190,0.37,0
101.96,99.21,37151.02,48,194,0.37,0
51.88,51.38,303.77,20,1,0.34,1
71.18,60.97,221.05,94,87,0.35,1
65.08,64.07,532.76,24,1,0.35,1
101.89,99.32,37314.98,49,194,0.37,0
44.86,44.28,181.89,18,1,0.35,1
38.87,37.9,113.86,17,1,0.34,1
73.68,71.83,181.89,26,1,0.35,1
135.21,118.31,1069.19,140,87,0.37,1
48.81,48.35,247.99,19,1,0.34,1
40.35,39.46,307.68,17,1,0.35,1
118.67,103.07,2683.68,127,87,0.35,1
74.73,72.78,-43.41,27,1,0.35,1
41.15,40.2,55.17,17,1,0.36,1
161.7,140.51,31417.96,105,1,0.36,0
100.24,94.44,33105.97,32,191,0.37,0
120.63,115.73,1064.3,57,1,0.37,1
42.37,34.63,162.22,22,190,0.35,0
101.74,99.02,30740,47,194,0.37,0
135.94,125.11,1277.75,81,1,0.37,1
101.89,99.82,36987.54,54,194,0.39,0
101.7,97.7,33105.97,37,191,0.39,0
101.74,98.55,36338.45,43,192,0.37,0
38.75,37.73,113.86,17,1,0.34,1
53.85,53.48,338.24,20,1,0.34,1
45.31,44.67,174.29,18,1,0.35,1
101.67,98.4,35697.02,40,191,0.37,0
55.44,54.98,364.31,21,1,0.35,1
50.16,49.66,268.54,19,1,0.33,1
86.74,83.84,1064.3,30,1,0.34,1
37.96,36.64,120.89,17,1,0.35,1
40.61,39.73,72.27,17,1,0.35,1
39.25,38.25,124.56,17,1,0.34,1
73.08,71.26,664.89,26,1,0.35,1
130.02,121.98,1217.78,72,1,0.37,1
48.95,48.49,249.66,19,1,0.34,1
258.29,184.27,36123.79,151,1,0.37,0
42.59,41.91,128.32,17,1,0.35,1
62.14,61.23,464.98,23,1,0.35,1
93.03,80.13,19297.09,29,190,0.35,0
102.18,99.4,37205.62,47,194,0.37,0
129.97,123.95,36716.15,82,190,0.39,0
101.96,98.78,35590.86,41,191,0.37,0
47.27,46.78,215.07,18,1,0.35,1
43.91,43.08,173.05,18,1,0.34,1
102.18,99.78,36770.32,51,196,0.37,0
101.59,97.31,34749.16,36,191,0.36,0
53.17,52.77,311.62,20,1,0.35,1
132.21,116.2,1040.12,138,87,0.36,1
45.39,44.75,196.53,18,1,0.35,1
41.49,40.61,142.3,17,1,0.34,1
101.33,96.91,32304.24,35,190,0.36,0
101.22,97.15,35063.23,37,191,0.37,0
91.11,74.24,16051.64,28,190,0.36,0
38.47,37.07,117.33,17,1,0.34,1
146.95,129.87,1403.84,96,1,0.37,1
102.04,99.86,37205.62,54,196,0.38,0
101.89,98.47,36607.97,43,192,0.37,0
101.78,98.51,36662.03,41,192,0.38,0
48.46,47.93,222.57,19,1,0.35,1
164.94,134.38,1777.39,141,1,0.36,1
45.75,45.13,204.92,18,1,0.34,1
39.3,38.36,130.24,17,1,0.34,1
101.89,98.24,35063.23,38,191,0.37,0
102.04,99.97,37260.28,54,195,0.4,0
58.63,58.07,423.5,22,1,0.34,1
97.54,93.96,787.27,35,1,0.35,1
94.12,80.69,20445.15,29,190,0.38,0
101.33,98.01,35803.39,40,192,0.37,0
38.36,36.89,115.58,17,1,0.35,1
121.18,115.92,1059.43,58,1,0.37,1
84.26,81.46,2834.73,29,1,0.36,1
38.7,37.67,126.43,17,1,0.34,1
101.67,99.17,37534.35,49,194,0.4,0
44.67,44.08,163.4,18,1,0.35,1
53.08,52.63,311.62,20,1,0.35,1
143.97,131.11,37041.98,104,190,0.38,0
142.46,130.21,36231.02,101,190,0.39,0
129.25,113.61,864.63,136,87,0.36,1
60,59.33,344.62,23,1,0.35,1
105.95,102.18,890.15,40,1,0.33,1
81.46,79.08,696.8,29,1,0.36,1
49.93,49.5,253.01,19,1,0.33,1
122.41,107.51,779.43,131,87,0.35,1
40.61,38.42,81.6,45,191,0.37,1
99.28,79.96,344.62,112,86,0.35,1
46.68,45.96,215.07,18,1,0.35,1
123.13,117.44,1139.23,61,1,0.37,1
46.95,39.03,102.46,22,190,0.35,0
47.08,46.55,212.13,18,1,0.35,1
49.53,49.03,187.1,19,1,0.34,1
25.46,23.12,56.41,19,188,0.35,0
52.41,52.06,307.68,20,1,0.35,1
164.41,134.15,1715.37,142,1,0.36,1
48.72,48.05,241.43,19,1,0.34,1
70.83,69.22,682.48,26,1,0.34,1
36.2,35.56,72.27,38,191,0.36,1
56.82,56.38,535.73,22,1,0.34,1
139.22,126.54,1305.68,86,1,0.37,1
133.64,117.16,894.45,139,87,0.36,1
37.9,36.58,113.01,17,1,0.35,1
41.34,40.46,148.69,17,1,0.36,1
56.84,56.42,403.83,22,1,0.34,1
101.59,99.86,37975.66,53,195,0.38,0
146.07,129.54,1129.03,96,1,0.37,1
39.89,39.03,136.15,17,1,0.35,1
58.28,57.77,423.5,22,1,0.34,1
102.18,98.86,37644.36,51,194,0.39,0
101.89,99.32,38364.66,54,196,0.38,0
69.81,55.59,1906.04,26,190,0.35,0
48.89,48.43,227.17,19,1,0.34,1
101.89,99.25,36607.97,51,195,0.39,0
37.78,36.45,132.19,17,1,0.35,1
41.1,40.15,140.23,17,1,0.36,1
116.36,100.09,550.78,125,87,0.36,1
44.9,44.24,181.89,18,1,0.35,1
44.67,44.04,179.32,18,1,0.35,1
43.96,43.12,173.05,18,1,0.34,1
59.4,58.87,438.72,22,1,0.35,1
101.93,98.63,36446.1,47,194,0.37,0
76.82,64.07,247.99,98,87,0.36,1
113.96,96.87,512.28,123,87,0.36,1
66.42,65.08,544.72,24,1,0.34,1
41.96,41.1,159.9,17,1,0.34,1
101.78,98.09,35484.91,39,191,0.36,0
40.4,39.46,138.18,17,1,0.35,1
100.69,96.99,843.77,36,1,0.35,1
45.16,36.95,87.37,22,190,0.34,0
38.64,37.67,142.3,17,1,0.34,1
42.41,41.68,155.33,17,1,0.35,1
101.96,99.86,36716.15,54,195,0.37,0
101.93,98.94,37865.01,51,195,0.39,0
70.26,68.61,575.49,25,1,0.34,1
39.62,38.7,124.56,17,1,0.35,1
41.3,40.4,114.72,17,1,0.36,1
101.18,96.99,34905.95,36,191,0.36,0
102,99.25,38086.54,52,195,0.38,0
41.39,40.46,142.3,17,1,0.36,1
56.31,55.91,389.53,21,1,0.35,1
46.62,45.96,272.09,18,1,0.35,1
102.18,99.48,36123.79,47,194,0.37,0
56.66,56.18,403.83,21,1,0.35,1
101.78,99.25,36284.7,46,192,0.35,0
43.29,42.59,159.9,18,1,0.34,1
213.86,166.29,32503.44,130,1,0.35,0
101.07,96.16,33005.04,33,191,0.35,0
94.44,83.1,19973.38,29,190,0.37,0
105.64,104.58,37534.35,59,193,0.39,0
50.19,49.72,270.31,19,1,0.33,1
37.96,36.7,113.86,17,1,0.35,1
38.02,36.7,100.92,17,1,0.35,1
101.96,99.4,37096.48,51,195,0.37,0
103.97,100.12,881.58,38,1,0.33,1
66.83,65.48,538.71,24,1,0.34,1
101.96,99.86,36392.25,52,195,0.4,0
49.61,49.15,281.12,19,1,0.34,1
54.24,53.83,340.35,21,1,0.34,1
88.23,69.09,12870.33,28,190,0.35,0
61.82,60.97,473.09,23,1,0.35,1
55.28,54.87,366.55,21,1,0.35,1
248.93,184.27,36770.32,147,1,0.37,0
101.93,98.01,36338.45,40,192,0.36,0
39.03,38.02,128.32,17,1,0.34,1
102.04,99.25,34437,52,195,0.37,0
42.77,42,162.22,17,1,0.35,1
100.99,94.81,33005.04,32,191,0.36,0
101.89,99.63,40004.61,53,195,0.37,0
40.95,39.89,141.26,17,1,0.36,1
271.16,189.88,37096.48,158,1,0.37,0
52.5,52.13,309.65,20,1,0.35,1
101.93,98.86,38420.45,43,192,0.38,0
58.66,54.26,180.6,78,87,0.36,1
55.63,55.2,384.85,21,1,0.35,1
101.93,99.78,37314.98,53,195,0.38,0
52.54,52.15,303.77,20,1,0.35,1
40.71,39.78,148.69,17,1,0.36,1
101.96,98.32,36123.79,43,192,0.4,0
156.81,138.67,39775.68,98,1,0.36,0
101.74,99.48,39094.12,53,196,0.39,0
101.96,98.98,36662.03,46,192,0.38,0
101.81,97.7,35010.75,39,191,0.38,0
50.72,50.29,275.67,19,1,0.33,1
38.13,36.76,146.54,17,1,0.35,1
46.78,46.03,200.69,18,1,0.35,1
62.92,62.06,492.4,23,1,0.35,1
155.14,132.8,1427.66,107,1,0.35,1
39.78,38.81,128.32,17,1,0.35,1
274.91,189.88,36662.03,157,1,0.37,0
95.76,92.17,644.21,34,1,0.35,1
101.18,95.61,33308.46,33,191,0.37,0
128.06,112.88,835.53,135,87,0.34,1
91.68,88.47,722.37,32,1,0.34,1
102.04,98.13,36392.25,43,192,0.36,0
39.25,38.36,124.56,17,1,0.34,1
101.78,97.66,34385.16,38,191,0.37,0
101.67,99.63,37699.44,54,195,0.38,0
44.47,43.91,176.79,18,1,0.34,1
101.85,98.78,35750.18,42,191,0.37,0
59.18,58.52,421,22,1,0.35,1
41.77,41,88.04,17,1,0.34,1
41.86,41.1,146.54,17,1,0.34,1
55.28,54.87,371.06,21,1,0.35,1
158.19,136.13,37975.66,126,189,0.4,0
144.13,128.69,1463.92,93,1,0.37,1
55.07,54.74,364.31,21,1,0.35,1
41.15,40.3,127.37,17,1,0.36,1
65.39,64.18,503.69,24,1,0.35,1
222.9,171.44,36607.97,135,1,0.36,0
63.46,62.53,509.41,24,1,0.35,1
61.9,61.07,459.64,23,1,0.35,1
46.28,45.68,209.22,18,1,0.34,1
109.75,105.78,903.1,43,1,0.33,1
145.81,124.72,1207.1,146,87,0.36,1
38.25,36.83,117.33,17,1,0.35,1
70.65,69.02,588.15,26,1,0.34,1
45.79,45.2,192.44,18,1,0.34,1
104.08,102.37,37534.35,58,193,0.38,0
51.24,50.82,281.12,20,1,0.34,1
39.62,38.81,122.71,17,1,0.35,1
39.41,38.47,125.49,17,1,0.34,1
146.07,129.39,1380.29,95,1,0.37,1
44.67,44.12,253.01,18,1,0.35,1
101.81,98.24,34749.16,39,191,0.37,0
102.22,99.48,37809.77,51,195,0.37,0
56.02,55.57,377.91,21,1,0.35,1
171.74,143.17,37644.36,143,189,0.38,0
238.28,179.39,36987.54,142,1,0.36,0
28.61,26.94,66.5,20,189,0.36,0
101.7,99.74,38197.62,53,195,0.38,0
101.96,99.4,37865.01,53,195,0.38,0
37.96,36.7,120.89,17,1,0.35,1
46.88,44.82,108.02,51,87,0.35,1
132.48,116.36,907.45,139,87,0.36,1
29.12,26.4,65.51,20,188,0.35,0
105.29,86.32,408.68,117,87,0.36,1
60.68,59.85,454.34,23,1,0.35,1
76.47,58.21,3700.94,27,190,0.35,0
141.54,132.48,28262.24,94,1,0.36,0
71.26,69.64,547.74,26,1,0.35,1
41.3,40.3,161.06,17,1,0.36,1
57.75,57.13,418.52,22,1,0.34,1
57.22,56.78,408.68,22,1,0.34,1
168.67,136.13,1602.36,137,1,0.35,1
216.37,168.53,34644.9,132,1,0.38,0
26.94,25.84,54.36,19,192,0.36,1
103.47,99.63,885.86,38,1,0.33,1
101.96,98.16,36446.1,43,192,0.37,0
89.01,85.87,803.13,31,1,0.34,1
102.15,99.02,36553.96,51,196,0.38,0
101.89,99.4,37479.43,49,194,0.38,0
71.44,56.33,2087.39,26,190,0.37,0
24.51,23.52,64.05,13,1,0.33,0
44.9,44.24,178.05,18,1,0.35,1
101.81,99.48,37424.55,50,194,0.38,0
70.12,68.54,594.55,25,1,0.34,1
148.4,125.84,1357.03,148,87,0.34,1
127.14,120.26,1059.43,67,1,0.37,1
106.3,102.41,920.59,40,1,0.33,1
102.33,99.9,37314.98,54,196,0.38,0
127.27,111.86,2951.76,135,87,0.35,1
45.86,45.28,197.91,18,1,0.34,1
35.5,30.75,69.06,21,190,0.36,0
38.87,37.78,115.58,17,1,0.34,1
106.55,102.92,1049.75,40,1,0.33,1
44.28,43.46,187.1,18,1,0.34,1
101.93,98.94,37424.55,49,194,0.39,0
41.49,40.51,126.43,17,1,0.34,1
28.86,26.76,55.58,24,191,0.37,1
45.2,44.51,188.42,18,1,0.35,1
62.92,61.92,459.64,24,1,0.35,1
153.53,128.65,1488.44,150,87,0.36,1
146.77,125.15,451.71,147,87,0.37,1
101.74,99.48,37644.36,48,194,0.38,0
112.72,108.65,956.27,46,1,0.37,1
101.96,99.93,37644.36,54,194,0.39,0
54.89,54.35,344.62,21,1,0.34,1
178.39,148.21,33308.46,109,1,0.37,0
88.02,70.76,342.48,106,87,0.33,1
102.26,99.02,36662.03,49,194,0.39,0
66.01,64.81,509.41,24,1,0.34,1
40.61,39.89,140.23,17,1,0.36,1
78.24,76.08,640.81,28,1,0.36,1
52.25,51.85,305.72,20,1,0.35,1
38.3,36.95,116.45,17,1,0.35,1
101.85,99.32,37920.31,52,195,0.41,0
101.59,97.38,34853.64,37,191,0.37,0
39.68,38.81,135.15,17,1,0.35,1
101.52,99.02,36123.79,46,194,0.38,0
101.81,97.46,34801.38,38,191,0.37,0
101.14,95.57,33207.11,33,191,0.36,0
39.57,38.59,110.49,17,1,0.35,1
65.26,53.61,1266.7,26,190,0.37,0
88.64,85.49,529.8,31,1,0.34,1
38.42,37.01,72.27,17,1,0.35,1
119.39,117.51,37096.48,70,191,0.37,0
86.03,83.27,627.33,30,1,0.34,1
47.27,46.75,215.07,18,1,0.35,1
101.18,96.4,34023.71,35,191,0.37,0
59.28,58.59,418.52,22,1,0.35,1
100.16,93.6,32105.87,32,191,0.37,0
47.53,47.08,224.09,19,1,0.35,1
128.06,120.87,1201.78,69,1,0.37,1
100.62,95.09,32803.77,32,191,0.36,0
102.18,99.21,37205.62,46,191,0.38,0
38.02,36.7,113.86,17,1,0.35,1
99.63,92.5,32254.57,31,191,0.35,0
39.73,38.81,126.43,17,1,0.35,1
101.78,98.24,35590.86,40,191,0.37,0
88.72,85.58,763.91,31,1,0.34,1
43.5,42.77,171.82,18,1,0.34,1
62.64,61.68,418.52,23,1,0.35,1
101.67,99.36,37041.98,49,194,0.39,0
106.16,102.33,885.86,40,1,0.33,1
43.91,43.12,176.79,18,1,0.34,1
38.36,36.89,72.27,17,1,0.35,1
122.05,116.68,1059.43,59,1,0.37,1
51.36,50.94,315.61,20,1,0.34,1
99.86,93.48,30884.45,31,191,0.35,0
101.81,98.59,36016.79,42,192,0.36,0
101.74,99.4,37151.02,47,194,0.37,0
101.37,95.96,37865.01,33,191,0.39,0
102.99,100.92,37314.98,57,194,0.38,0
72.45,61.6,243.06,95,87,0.36,1
38.7,37.78,125.49,17,1,0.34,1
23.82,23.72,43.7,18,189,0.34,0
42.23,41.39,157.6,17,1,0.35,1
51.74,51.28,288.52,20,1,0.34,1
40.51,39.57,146.54,17,1,0.35,1
101.55,96.91,34644.9,36,191,0.37,0
84.71,63.66,8126.44,28,190,0.37,0
161.7,138,37369.75,128,189,0.38,0
64.84,63.6,500.85,24,1,0.35,1
102.18,99.63,37205.62,56,194,0.39,0
138,127.84,37041.98,93,190,0.39,0
50.65,50.24,270.31,19,1,0.33,1
101.74,98.78,33972.28,44,192,0.37,0
91.03,72.89,315.61,108,86,0.34,1
101.33,97.46,34126.72,37,191,0.38,0
102.04,99.48,36392.25,52,195,0.39,0
57.29,56.71,362.08,22,1,0.34,1
38.02,36.64,117.33,17,1,0.35,1
101.74,98.94,37644.36,47,194,0.39,0
102.04,98.98,37589.32,50,194,0.39,0
119.46,103.97,877.32,128,87,0.33,1
61.76,51.81,823.27,25,190,0.35,0
101.89,98.67,33818.3,44,192,0.36,0
101.44,96.36,33308.46,35,191,0.35,0
101.37,97.54,35063.23,37,191,0.37,0
48.17,47.65,192.44,19,1,0.35,1
119.99,115.1,1180.67,56,1,0.37,1
41.3,40.35,141.26,17,1,0.36,1
101.67,98.86,37205.62,47,194,0.37,0
102.07,100.09,37205.62,54,196,0.38,0
58.05,57.52,418.52,22,1,0.34,1
42.77,42.05,157.6,17,1,0.35,1
132.8,116.77,947.26,139,87,0.35,1
40.35,39.52,148.69,17,1,0.35,1
42.68,41.96,122.71,17,1,0.35,1
102.18,99.51,37314.98,55,194,0.38,0
241.64,174.51,37920.31,161,1,0.36,0
56.49,56.05,377.91,21,1,0.35,1
115.1,98.16,2951.76,124,87,0.37,1
133.24,123.65,8485.62,77,1,0.37,1
41.34,40.56,146.54,17,1,0.34,1
101.67,96.24,34023.71,35,191,0.37,0
95.68,86.32,21866.91,29,190,0.36,0
162.59,141.85,31223.25,112,182,0.36,0
44.24,43.42,176.79,18,1,0.34,1
39.78,38.59,142.3,17,1,0.35,1
42.59,41.86,157.6,17,1,0.35,1
64.18,63.09,498.02,24,1,0.35,1
55.57,55.09,418.52,21,1,0.35,1
51.97,44.16,209.22,23,190,0.36,0
39.46,38.47,128.32,17,1,0.34,1
77.73,58.97,4157.36,27,190,0.35,0
53.52,45.5,266.77,24,190,0.35,0
47.14,46.55,219.54,18,1,0.35,1
37.9,36.58,115.58,17,1,0.35,1
50.57,50.19,270.31,19,1,0.33,1
44.12,43.33,171.82,18,1,0.34,1
61.2,60.45,498.02,23,1,0.35,1
55.22,54.83,346.76,21,1,0.35,1
46.31,45.64,199.29,18,1,0.34,1
49.39,48.89,253.01,19,1,0.34,1
47.62,47.24,206.34,19,1,0.35,1
40.61,39.78,141.26,17,1,0.36,1
101.93,100.01,36553.96,54,196,0.37,0
76.82,74.89,627.33,27,1,0.35,1
120.66,105.36,682.48,129,87,0.35,1
43.2,42.59,459.64,18,1,0.34,1
64.93,63.72,532.76,24,1,0.35,1
101.78,98.24,35379.17,40,192,0.36,0
52.27,51.95,286.66,20,1,0.35,1
50.14,49.64,263.28,19,1,0.33,1
130.17,121.98,1030.56,72,1,0.37,1
45.39,44.79,192.44,18,1,0.35,1
41.49,40.61,69.06,17,1,0.34,1
54,53.57,281.12,21,1,0.34,1
48.72,48.11,259.82,19,1,0.34,1
101.78,97.03,34905.95,37,191,0.38,0
102.04,99.02,37041.98,48,194,0.37,0
58.21,57.7,319.63,22,1,0.34,1
50.75,43.12,176.79,23,189,0.35,0
170.26,144.22,34958.33,105,58,0.38,0
46.72,45.79,209.22,18,1,0.35,1
40.3,39.36,137.16,17,1,0.35,1
43.54,42.86,183.18,18,1,0.34,1
85,82.08,711.33,30,1,0.36,1
52.97,52.59,311.62,20,1,0.35,1
66.61,54.05,1403.84,26,190,0.37,0
25.65,25.46,38.99,20,189,0.36,0
54.78,54.26,331.95,21,1,0.34,1
37.9,36.58,28.5,17,1,0.35,1
101.81,98.78,37314.98,46,192,0.38,0
27.74,26.21,54.36,22,192,0.36,1
115.85,111.41,965.34,50,1,0.37,1
54.7,54.18,348.92,21,1,0.34,1
148.77,126.21,1255.71,148,86,0.36,1
102.04,99.25,35750.18,46,194,0.38,0
147.48,130.21,1427.66,97,1,0.37,1
101.59,97.46,36123.79,39,191,0.36,0
87.4,84.5,729.8,31,1,0.34,1
53.3,52.88,323.7,20,1,0.35,1
101.74,98.86,38981.3,44,192,0.38,0
75.89,57.56,3174.82,27,190,0.35,0
101.89,99.02,37865.01,47,194,0.37,0
51.71,51.24,307.68,20,1,0.34,1
41.39,40.51,140.23,17,1,0.34,1
56.95,56.35,380.21,22,1,0.34,1
162.33,133.19,1681.58,143,1,0.36,1
101.74,98.86,36446.1,43,192,0.37,0
32.8,32.51,63.09,34,191,0.37,1
150.88,131.11,1212.43,101,1,0.37,1
50.94,50.55,277.48,19,1,0.34,1
47.08,46.55,209.22,18,1,0.35,1
27.74,26.03,54.36,19,192,0.36,1
80.69,78.24,661.41,28,1,0.36,1
71.04,69.29,588.15,26,1,0.34,1
42.55,41.86,157.6,17,1,0.35,1
59.97,59.28,428.53,23,1,0.35,1
45.61,45.05,193.8,18,1,0.34,1
101.67,98.13,34749.16,38,191,0.37,0
85.95,83.14,748.61,30,1,0.34,1
206.42,161.95,36553.96,124,1,0.36,0
38.87,37.9,136.15,17,1,0.34,1
203,160.22,36716.15,122,1,0.35,0
98.9,91.6,29507.07,30,191,0.36,0
101.93,98.16,35379.17,41,191,0.37,0
101.93,99.17,36987.54,47,194,0.39,0
41.91,41.1,145.47,17,1,0.34,1
78.16,76.27,647.62,28,1,0.36,1
101.89,98.82,36446.1,43,192,0.38,0
204.13,160.71,36338.45,123,1,0.39,0
27.83,25.84,52.78,23,192,0.35,1
55.89,55.39,380.21,21,1,0.35,1
37.84,36.45,113.86,17,1,0.35,1
40.04,39.03,137.16,17,1,0.35,1
101.74,99.48,38142.05,51,195,0.38,0
43.54,42.9,171.82,18,1,0.34,1
230.65,175.46,36392.25,139,1,0.37,0
46.41,45.79,199.29,18,1,0.34,1
38.81,37.67,49.78,17,1,0.34,1
61.26,60.53,449.09,23,1,0.35,1
46.72,46,181.89,18,1,0.35,1
45.2,44.51,155.33,18,1,0.35,1
46.88,46.28,127.37,18,1,0.35,1
102.18,98.86,37205.62,46,194,0.36,0
42.14,41.34,157.6,17,1,0.34,1
102.18,98.59,37644.36,48,194,0.38,0
102.44,98.86,877.32,37,1,0.35,1
57.93,57.43,413.58,22,1,0.34,1
101.93,98.55,34126.72,41,192,0.39,0
45.93,38.64,96.44,22,190,0.35,0
198.84,157.26,36392.25,120,1,0.36,0
44.63,44.04,179.32,18,1,0.35,1
102,99.44,37865.01,52,195,0.37,0
40.4,39.46,148.69,17,1,0.35,1
40.56,39.68,146.54,17,1,0.35,1
102.04,99.25,38308.93,48,194,0.37,0
101.29,96.44,23674.88,34,191,0.37,0
85.45,82.69,752.41,30,1,0.34,1
93.31,89.96,811.15,33,1,0.34,1
102,99.32,37424.55,52,195,0.38,0
102,99.17,37314.98,49,194,0.36,0
101.96,99.4,37479.43,51,196,0.38,0
83.68,63.17,7835.07,28,190,0.36,0
73.53,57.07,2432.78,27,190,0.37,0
120.12,104.72,640.81,128,87,0.35,1
101.81,97.7,35484.91,39,191,0.37,0
194.25,155.24,35697.02,118,1,0.36,0
102.04,99.17,37644.36,55,195,0.39,0
38.36,36.95,115.58,17,1,0.35,1
219.98,170.26,36338.45,134,1,0.39,0
101.22,96.4,33920.91,34,191,0.35,0
124.45,118.34,1392.03,63,1,0.37,1
41.86,41.1,166.96,17,1,0.34,1
92.38,89.13,815.17,32,1,0.34,1
114.15,109.98,974.47,48,1,0.37,1
101.14,96.12,33664.8,34,191,0.36,0
101.96,99.21,37314.98,50,194,0.38,0
173.88,145.81,38142.05,150,189,0.39,0
48.08,47.62,227.17,19,1,0.35,1
57.91,57.43,413.58,22,1,0.34,1
75.31,73.3,607.51,27,1,0.35,1
68.01,66.51,296.07,25,1,0.34,1
47.99,47.46,224.09,19,1,0.35,1
102.37,83.18,371.06,115,86,0.35,1
101.78,99.28,37314.98,48,194,0.38,0
102,99.21,37314.98,49,194,0.39,0
35.69,30.82,48.35,21,189,0.35,0
105.29,101.59,885.86,39,1,0.33,1
41.68,40.91,157.6,17,1,0.34,1
51.76,51.24,296.07,20,1,0.34,1
150.19,131.01,1415.71,101,1,0.37,1
72.38,70.69,584.96,26,1,0.35,1
39.78,38.75,100.92,17,1,0.35,1
102.18,99.17,41749.81,53,195,0.37,0
51.83,51.36,303.77,20,1,0.34,1
30.19,28.86,60.32,27,192,0.36,1
102.04,99.48,36662.03,48,194,0.38,0
41.96,41.1,148.69,17,1,0.34,1
100.77,95.13,32105.87,32,191,0.36,0
42.14,41.34,153.09,17,1,0.35,1
101.85,97.46,34853.64,38,191,0.37,0
60.07,59.38,449.09,23,1,0.35,1
81.95,79.44,682.48,29,1,0.36,1
102.22,99.28,36446.1,47,194,0.39,0
101.89,98.82,36770.32,52,195,0.39,0
64.01,62.97,498.02,24,1,0.35,1
101.96,99.32,36662.03,53,195,0.4,0
39.89,38.98,130.24,17,1,0.35,1
55.54,55.07,371.06,21,1,0.35,1
101.1,96.52,34126.72,34,191,0.36,0
27.83,26.3,53.57,21,192,0.37,1
141.47,127.53,1322.64,88,1,0.37,1
102.04,99.4,35803.39,54,194,0.39,0
100.99,96.2,32703.46,35,191,0.38,0
65.95,53.87,1368.63,26,190,0.36,0
47.65,47.08,224.09,19,1,0.35,1
102.04,99.86,37479.43,55,195,0.37,0
101.96,99.36,37975.66,50,194,0.39,0
102.07,98.94,37314.98,52,195,0.37,0
45.2,44.63,187.1,18,1,0.35,1
68.51,66.93,559.95,25,1,0.34,1
102.04,99.02,36716.15,45,192,0.38,0
102.22,100.01,36500,53,195,0.38,0
47.59,47.11,28.5,19,1,0.35,1
44.2,43.46,183.18,18,1,0.34,1
47.53,47.08,221.05,19,1,0.35,1
41.91,41.15,147.61,17,1,0.34,1
111.12,107.03,947.26,44,1,0.33,1
39.68,38.81,128.32,17,1,0.35,1
190.85,147.85,37205.62,155,189,0.39,0
94.93,91.6,815.17,33,1,0.35,1
25.56,23.22,67.01,19,189,0.33,0
39.73,38.81,111.32,17,1,0.35,1
38.92,37.96,125.49,17,1,0.34,1
53.89,53.5,344.62,20,1,0.34,1
48.43,47.9,247.99,19,1,0.35,1
102.04,99.32,37205.62,51,194,0.37,0
41.3,40.4,146.54,17,1,0.36,1
101.93,99.25,37314.98,52,196,0.4,0
57.54,56.98,481.29,22,1,0.34,1
44.44,43.83,176.79,18,1,0.34,1
38.08,36.76,116.45,17,1,0.35,1
101.67,97.23,34540.84,37,191,0.37,0
48.55,47.99,230.28,19,1,0.35,1
44.44,43.63,176.79,18,1,0.34,1
50.65,50.24,282.96,19,1,0.33,1
62.22,61.33,484.05,23,1,0.35,1
53.57,53.17,301.83,20,1,0.34,1
102.04,99.36,37644.36,52,195,0.4,0
42.95,42.41,216.55,18,1,0.34,1
58.87,58.19,428.53,22,1,0.34,1
38.59,37.61,122.71,17,1,0.34,1
171.44,144.63,32403.74,105,1,0.38,0
103.36,99.55,835.53,38,1,0.33,1
101.96,99.63,36446.1,52,196,0.39,0
56.69,56.24,384.85,21,1,0.35,1
101.89,98.16,36338.45,43,192,0.36,0
114.66,110.44,942.78,48,1,0.37,1
45.86,45.28,193.8,18,1,0.34,1
168.81,136.32,1722.19,134,1,0.35,1
38.7,38.02,124.56,17,1,0.34,1
123.88,118.15,1088.88,62,1,0.37,1
55.09,51.99,164.58,70,87,0.34,1
47.96,47.53,209.22,19,1,0.35,1
101.89,99.78,39094.12,53,196,0.38,0
104.08,100.5,868.85,38,1,0.33,1
49.45,49.01,256.4,19,1,0.34,1
58.9,50.14,588.15,25,190,0.36,0
53.46,52.97,336.13,20,1,0.35,1
157.95,139.22,29835.69,99,1,0.36,0
101.1,96.48,33257.75,35,191,0.35,0
101.96,99.32,37205.62,49,194,0.39,0
168.24,136.07,1798.4,137,1,0.35,1
101.96,99.55,37754.57,53,195,0.39,0
69.74,68.34,575.49,25,1,0.34,1
43.54,42.86,174.29,18,1,0.34,1
55.96,55.44,377.91,21,1,0.35,1
101.22,97.15,34229.94,36,191,0.36,0
59.31,58.61,443.88,22,1,0.35,1
101.25,96.87,34644.9,35,191,0.34,0
54.55,54,338.24,21,1,0.34,1
43.63,43.03,171.82,18,1,0.34,1
102.04,98.86,37424.55,47,194,0.37,0
43.33,42.5,219.54,18,1,0.34,1
24.12,23.32,-20.39,17,185,0.35,0
46,45.5,209.22,18,1,0.34,1
